language,task,tokens,lines,sloc,chars
Groovy,Anonymous-recursion,50,10,8,152
Groovy,Anti-primes,94,16,14,362
Groovy,Arbitrary-precision-integers-included-,51,7,4,167
Groovy,Arithmetic-Complex,819,65,57,2144
Groovy,Arithmetic-Integer,219,15,13,656
Groovy,Arithmetic-geometric-mean,69,6,5,151
Groovy,Array-concatenation,29,2,1,61
Groovy,Arrays,68,8,5,209
Groovy,Averages-Mode,73,7,6,227
Groovy,Averages-Pythagorean-means,132,24,21,490
Groovy,Babbage-problem,71,7,6,158
Groovy,Balanced-brackets,147,12,11,503
Groovy,Binary-search,127,18,17,410
Groovy,Bitwise-operations,158,12,11,363
Groovy,Bulls-and-cows,330,47,44,1464
Groovy,CSV-data-manipulation,101,9,7,321
Groovy,Caesar-cipher,90,8,7,279
Groovy,Case-sensitivity-of-identifiers,51,3,2,165
Groovy,Catalan-numbers,115,24,22,459
Groovy,Check-that-file-exists,34,5,4,148
Groovy,Classes,98,16,9,409
Groovy,Comma-quibbling,80,5,4,244
Groovy,Count-occurrences-of-a-substring,70,5,4,183
Groovy,Create-a-two-dimensional-array-at-runtime,137,20,13,384
Groovy,Create-an-HTML-table,127,21,18,517
Groovy,Cumulative-standard-deviation,88,14,11,267
Groovy,Date-format,34,3,2,118
Groovy,Day-of-the-week,42,2,1,123
Groovy,Department-numbers,166,21,20,643
Groovy,Detect-division-by-zero,45,5,4,160
Groovy,Determine-if-a-string-is-numeric,65,10,6,273
Groovy,Digital-root,226,27,25,923
Groovy,Dot-product,43,5,4,129
Groovy,Empty-string,32,6,4,97
Groovy,Entropy,148,12,10,417
Groovy,Even-or-odd,31,3,2,80
Groovy,Factorial,36,2,1,79
Groovy,Factors-of-an-integer,150,14,9,438
Groovy,Fibonacci-sequence,106,7,5,188
Groovy,Filter,30,2,1,50
Groovy,Five-weekends,58,5,4,238
Groovy,FizzBuzz,36,2,1,81
Groovy,Function-composition,72,9,6,203
Groovy,Gray-code,233,22,20,598
Groovy,Greatest-common-divisor,49,2,1,107
Groovy,Guess-the-number,80,11,10,314
Groovy,Guess-the-number-With-feedback,205,21,18,869
Groovy,Hailstone-sequence,90,8,6,247
Groovy,Happy-numbers,113,16,14,391
Groovy,Harshad-or-Niven-series,191,38,37,625
Groovy,Haversine-formula,185,17,12,455
Groovy,Horners-rule-for-polynomial-evaluation,260,24,18,785
Groovy,Identity-matrix,31,6,5,115
Groovy,Integer-comparison,53,4,3,126
Groovy,JSON,254,14,13,865
Groovy,Knapsack-problem-0-1,135,12,11,374
Groovy,Knuth-shuffle,76,11,10,230
Groovy,Last-Friday-of-each-month,47,4,3,139
Groovy,Leap-year,25,2,1,80
Groovy,Least-common-multiple,148,12,9,302
Groovy,Levenshtein-distance,266,20,17,693
Groovy,Logical-operations,104,10,9,236
Groovy,Look-and-say-sequence,61,8,7,219
Groovy,Loop-over-multiple-arrays-simultaneously,80,7,6,200
Groovy,Loops-Break,52,10,8,179
Groovy,Loops-Continue,39,9,8,112
Groovy,Loops-Do-while,32,7,6,75
Groovy,Loops-For,29,7,6,83
Groovy,Loops-N-plus-one-half,28,6,5,72
Groovy,Loops-Nested,117,23,20,361
Groovy,Loops-While,26,6,5,56
Groovy,Luhn-test-of-credit-card-numbers,85,9,7,284
Groovy,Map-range,97,8,6,188
Groovy,Middle-three-digits,117,9,8,329
Groovy,Multiplication-tables,152,20,12,458
Groovy,Mutual-recursion,60,4,3,153
Groovy,N-queens-problem,201,25,20,618
Groovy,Nth-root,198,22,19,469
Groovy,Number-names,849,76,68,3009
Groovy,Number-reversal-game,112,16,13,381
Groovy,Ordered-words,105,10,7,386
Groovy,Palindrome-detection,49,6,5,129
Groovy,Parsing-RPN-calculator-algorithm,175,20,18,641
Groovy,Pascals-triangle,55,5,4,152
Groovy,Perfect-numbers,52,4,3,138
Groovy,Pi,179,11,9,388
Groovy,Power-set,58,7,5,203
Groovy,Primality-by-trial-division,54,8,6,138
Groovy,Priority-queue,135,19,15,506
Groovy,Range-expansion,40,4,3,126
Groovy,Range-extraction,161,13,10,445
Groovy,Reverse-a-string,142,16,14,490
Groovy,Roman-numerals-Decode,177,21,17,626
Groovy,Rot-13,110,13,12,377
Groovy,Run-length-encoding,117,16,14,407
Groovy,Search-a-list,138,14,13,477
Groovy,Set,319,20,19,945
Groovy,Short-circuit-evaluation,125,16,13,339
Groovy,Sierpinski-carpet,162,20,15,520
Groovy,Sierpinski-triangle,188,17,15,492
Groovy,Sieve-of-Eratosthenes,101,12,11,308
Groovy,Sleep,54,13,12,190
Groovy,Sort-using-a-custom-comparator,43,6,5,165
Groovy,Sorting-algorithms-Bubble-sort,114,10,7,308
Groovy,Sorting-algorithms-Gnome-sort,132,13,10,363
Groovy,Sorting-algorithms-Insertion-sort,91,14,12,291
Groovy,Stack,162,38,25,615
Groovy,String-concatenation,27,6,4,84
Groovy,String-matching,196,24,20,647
Groovy,Strip-whitespace-from-a-string-Top-and-tail,140,23,15,530
Groovy,Substring,142,22,13,372
Groovy,Substring-Top-and-tail,43,8,7,148
Groovy,Sum-and-product-of-an-array,48,3,2,98
Groovy,Sum-digits-of-an-integer,139,10,9,358
Groovy,Sum-multiples-of-3-and-5,55,5,4,162
Groovy,Symmetric-difference,688,94,75,2042
Groovy,Take-notes-on-the-command-line,50,7,6,162
Groovy,Temperature-conversion,115,13,12,308
Groovy,The-Twelve-Days-of-Christmas,196,13,12,664
Groovy,Towers-of-Hanoi,166,18,13,501
Groovy,Vector-products,139,17,13,349
Haskell,100-doors,84,7,5,216
Haskell,100-prisoners,845,76,58,2961
Haskell,24-game,494,54,46,1666
Haskell,99-bottles-of-beer,195,32,27,695
Haskell,ABC-problem,212,39,30,746
Haskell,Accumulator-factory,110,18,15,376
Haskell,Ackermann-function,122,11,6,360
Haskell,Align-columns,368,36,32,1112
Haskell,Almost-prime,357,28,18,905
Haskell,Anagrams,101,11,8,298
Haskell,Anonymous-recursion,62,8,7,203
Haskell,Anti-primes,226,29,21,739
Haskell,Arbitrary-precision-integers-included-,79,8,7,191
Haskell,Arithmetic-Complex,190,15,11,512
Haskell,Arithmetic-Integer,311,16,15,785
Haskell,Arithmetic-geometric-mean,227,21,13,706
Haskell,Arrays,60,8,6,196
Haskell,Averages-Arithmetic-mean,32,4,3,93
Haskell,Averages-Mode,79,7,5,251
Haskell,Averages-Pythagorean-means,180,22,14,634
Haskell,Babbage-problem,158,19,16,517
Haskell,Balanced-brackets,263,31,24,843
Haskell,Binary-search,326,51,45,1103
Haskell,Bitwise-operations,189,25,20,634
Haskell,Bulls-and-cows,427,51,42,1670
Haskell,CSV-data-manipulation,389,50,26,1376
Haskell,Caesar-cipher,183,25,18,633
Haskell,Case-sensitivity-of-identifiers,53,7,5,166
Haskell,Catalan-numbers,102,10,8,245
Haskell,Check-that-file-exists,107,18,15,397
Haskell,Classes,279,34,16,1166
Haskell,Comma-quibbling,169,26,20,657
Haskell,Count-occurrences-of-a-substring,93,10,9,274
Haskell,Create-a-two-dimensional-array-at-runtime,35,4,2,81
Haskell,Create-an-HTML-table,355,53,47,1203
Haskell,Cumulative-standard-deviation,296,29,20,750
Haskell,Date-format,107,12,9,376
Haskell,Day-of-the-week,197,30,27,573
Haskell,Department-numbers,84,9,8,236
Haskell,Detect-division-by-zero,32,4,3,131
Haskell,Determine-if-a-string-is-numeric,77,11,8,256
Haskell,Digital-root,558,64,45,1755
Haskell,Dot-product,94,13,10,258
Haskell,Empty-string,90,11,5,322
Haskell,Entropy,85,13,10,264
Haskell,Ethiopian-multiplication,298,34,25,872
Haskell,Even-or-odd,59,12,8,170
Haskell,Factorial,28,3,2,62
Haskell,Factors-of-an-integer,67,12,10,183
Haskell,Fibonacci-sequence,51,7,6,119
Haskell,Five-weekends,1239,105,69,4147
Haskell,FizzBuzz,110,13,10,301
Haskell,Function-composition,30,4,3,77
Haskell,Gray-code,226,24,18,648
Haskell,Greatest-common-divisor,57,6,5,125
Haskell,Guess-the-number,131,17,11,463
Haskell,Guess-the-number-With-feedback,216,24,16,794
Haskell,Hailstone-sequence,216,33,25,791
Haskell,Happy-numbers,152,20,17,450
Haskell,Harshad-or-Niven-series,115,14,10,351
Haskell,Haversine-formula,332,48,37,1205
Haskell,Horners-rule-for-polynomial-evaluation,54,5,3,113
Haskell,Identity-matrix,43,5,4,113
Haskell,Integer-comparison,79,11,9,215
Haskell,JSON,132,18,13,556
Haskell,Knapsack-problem-0-1,262,14,11,711
Haskell,Knuth-shuffle,242,23,18,664
Haskell,Last-Friday-of-each-month,215,27,22,736
Haskell,Leap-year,84,10,7,238
Haskell,Least-common-multiple,55,5,4,103
Haskell,Levenshtein-distance,166,13,11,464
Haskell,Logical-operations,41,9,8,186
Haskell,Look-and-say-sequence,235,26,17,1128
Haskell,Loop-over-multiple-arrays-simultaneously,51,11,8,157
Haskell,Loops-Break,55,10,8,164
Haskell,Loops-Continue,55,6,5,156
Haskell,Loops-Do-while,57,8,7,136
Haskell,Loops-For,26,4,2,81
Haskell,Loops-N-plus-one-half,44,5,4,128
Haskell,Loops-Nested,59,6,4,164
Haskell,Loops-While,80,12,9,245
Haskell,Luhn-test-of-credit-card-numbers,59,4,3,161
Haskell,Map-range,322,29,22,872
Haskell,Middle-three-digits,299,44,38,956
Haskell,Monty-Hall-problem,177,22,19,589
Haskell,Multiplication-tables,257,37,28,917
Haskell,Mutual-recursion,74,10,7,146
Haskell,N-queens-problem,397,55,45,1297
Haskell,Nth,196,20,15,554
Haskell,Nth-root,271,29,24,807
Haskell,Number-names,475,37,31,1482
Haskell,Number-reversal-game,279,36,28,884
Haskell,Ordered-words,94,12,8,284
Haskell,Palindrome-detection,39,4,3,151
Haskell,Pangram-checker,63,8,5,212
Haskell,Parsing-RPN-calculator-algorithm,70,7,6,257
Haskell,Pascals-triangle,66,3,2,102
Haskell,Perfect-numbers,106,17,15,339
Haskell,Pi,196,19,14,453
Haskell,Population-count,175,23,18,623
Haskell,Power-set,66,3,2,175
Haskell,Primality-by-trial-division,37,2,1,86
Haskell,Priority-queue,575,44,37,1462
Haskell,Range-expansion,121,11,9,385
Haskell,Range-extraction,307,30,25,782
Haskell,Real-constants-and-functions,108,12,11,395
Haskell,Reverse-a-string,28,4,3,107
Haskell,Roman-numerals-Decode,383,40,36,1188
Haskell,Rot-13,90,12,8,278
Haskell,Run-length-encoding,203,23,13,740
Haskell,Search-a-list,28,3,2,94
Haskell,Set,367,36,35,1059
Haskell,Short-circuit-evaluation,64,12,10,292
Haskell,Sierpinski-carpet,112,18,15,403
Haskell,Sierpinski-triangle,103,15,12,279
Haskell,Sieve-of-Eratosthenes,236,11,10,634
Haskell,Sleep,40,7,5,166
Haskell,Sort-using-a-custom-comparator,174,35,28,838
Haskell,Sorting-algorithms-Bubble-sort,107,10,8,295
Haskell,Sorting-algorithms-Gnome-sort,103,10,8,288
Haskell,Sorting-algorithms-Insertion-sort,77,9,3,180
Haskell,Sorting-algorithms-Quicksort,58,7,5,156
Haskell,Sorting-algorithms-Selection-sort,154,22,14,519
Haskell,Stack,101,23,16,350
Haskell,String-concatenation,36,6,5,109
Haskell,String-matching,118,13,12,299
Haskell,Strip-whitespace-from-a-string-Top-and-tail,60,12,8,236
Haskell,Substring,261,32,22,789
Haskell,Substring-Top-and-tail,120,19,11,402
Haskell,Sum-and-product-of-an-array,44,5,3,131
Haskell,Sum-digits-of-an-integer,155,22,16,519
Haskell,Sum-multiples-of-3-and-5,305,43,31,861
Haskell,Symmetric-difference,25,6,4,66
Haskell,Take-notes-on-the-command-line,88,13,11,323
Haskell,Temperature-conversion,227,25,19,822
Haskell,The-Twelve-Days-of-Christmas,312,46,42,941
Haskell,Towers-of-Hanoi,92,7,5,211
Haskell,Vector-products,474,57,46,1301
Java,100-doors,97,13,11,425
Java,100-prisoners,480,66,57,2074
Java,24-game,428,63,54,1719
Java,99-bottles-of-beer,221,18,16,835
Java,ABC-problem,314,37,30,1171
Java,Accumulator-factory,213,28,19,804
Java,Ackermann-function,369,47,42,1468
Java,Align-columns,893,145,103,4204
Java,Almost-prime,190,28,24,677
Java,Anagrams,374,54,50,1669
Java,Anonymous-recursion,225,26,20,889
Java,Anti-primes,185,26,23,654
Java,Arbitrary-precision-integers-included-,121,12,10,457
Java,Arithmetic-Complex,348,53,41,1355
Java,Arithmetic-Integer,283,23,18,1128
Java,Arithmetic-geometric-mean,176,24,16,556
Java,Array-concatenation,90,9,8,325
Java,Averages-Arithmetic-mean,42,8,7,146
Java,Averages-Mode,250,29,26,933
Java,Averages-Pythagorean-means,375,42,37,1442
Java,Babbage-problem,99,21,9,391
Java,Balanced-brackets,378,50,45,1568
Java,Binary-search,225,30,27,847
Java,Bitwise-operations,190,12,11,590
Java,Bulls-and-cows,357,53,50,1510
Java,CSV-data-manipulation,430,69,57,2024
Java,Caesar-cipher,224,31,26,977
Java,Case-sensitivity-of-identifiers,84,6,4,364
Java,Catalan-numbers,881,109,89,3566
Java,Classes,74,20,8,288
Java,Comma-quibbling,184,22,19,651
Java,Count-occurrences-of-a-substring,125,16,14,485
Java,Create-a-two-dimensional-array-at-runtime,101,15,11,370
Java,Create-an-HTML-table,198,26,23,743
Java,Cumulative-standard-deviation,127,23,18,415
Java,Date-format,83,12,10,403
Java,Day-of-the-week,134,21,19,598
Java,Department-numbers,183,20,19,706
Java,Detect-division-by-zero,51,7,6,220
Java,Determine-if-a-string-is-numeric,46,11,9,183
Java,Digital-root,232,32,29,878
Java,Dot-product,136,21,17,432
Java,Empty-string,61,7,6,207
Java,Entropy,345,52,45,1200
Java,Ethiopian-multiplication,301,52,36,963
Java,Factorial,309,55,46,1379
Java,Factors-of-an-integer,78,14,13,276
Java,Fibonacci-sequence,71,10,8,210
Java,Filter,73,7,6,191
Java,Five-weekends,304,33,29,1302
Java,FizzBuzz,112,16,15,478
Java,Function-composition,101,14,10,386
Java,Gray-code,752,86,65,2516
Java,Greatest-common-divisor,54,7,6,150
Java,Guess-the-number,90,11,10,393
Java,Guess-the-number-With-feedback,197,29,26,896
Java,Hailstone-sequence,757,97,86,2864
Java,Happy-numbers,169,27,20,743
Java,Harshad-or-Niven-series,154,25,24,645
Java,Haversine-formula,198,19,15,656
Java,Horners-rule-for-polynomial-evaluation,165,24,21,706
Java,Identity-matrix,87,14,10,340
Java,Integer-comparison,150,22,16,620
Java,JSON,210,44,29,740
Java,Knapsack-problem-0-1,697,85,71,2694
Java,Knuth-shuffle,164,25,20,642
Java,Last-Friday-of-each-month,197,27,19,850
Java,Leap-year,167,19,15,716
Java,Least-common-multiple,264,28,20,950
Java,Levenshtein-distance,447,47,29,1720
Java,Logical-operations,56,6,5,181
Java,Look-and-say-sequence,103,19,16,397
Java,Loop-over-multiple-arrays-simultaneously,77,8,7,264
Java,Loops-Break,56,11,9,206
Java,Loops-Continue,46,9,8,150
Java,Loops-Do-while,27,6,5,77
Java,Loops-For,46,7,6,125
Java,Loops-N-plus-one-half,53,10,9,205
Java,Loops-Nested,194,22,19,725
Java,Loops-While,35,6,5,95
Java,Luhn-test-of-credit-card-numbers,251,26,24,926
Java,Map-range,124,13,11,339
Java,Middle-three-digits,272,28,22,937
Java,Monty-Hall-problem,269,26,21,859
Java,Multiplication-tables,152,21,19,600
Java,Mutual-recursion,312,42,33,1107
Java,N-queens-problem,298,49,43,910
Java,Nth,293,49,42,1022
Java,Nth-root,160,19,18,459
Java,Number-names,662,79,67,2519
Java,Number-reversal-game,414,74,63,1897
Java,Ordered-words,255,44,38,1297
Java,Palindrome-detection,69,10,9,236
Java,Pangram-checker,232,19,17,868
Java,Parsing-RPN-calculator-algorithm,442,56,53,1781
Java,Pascals-triangle,158,28,23,464
Java,Perfect-numbers,75,13,11,279
Java,Pi,388,46,41,1460
Java,Population-count,391,57,54,1232
Java,Power-set,201,17,16,668
Java,Primality-by-trial-division,88,13,12,262
Java,Priority-queue,196,32,25,816
Java,Range-expansion,383,66,50,1727
Java,Range-extraction,242,23,20,701
Java,Real-constants-and-functions,87,10,9,283
Java,Reverse-a-string,55,6,5,193
Java,Roman-numerals-Decode,489,60,50,1746
Java,Rot-13,230,34,29,899
Java,Run-length-encoding,80,12,11,370
Java,Search-a-list,106,13,10,399
Java,Set,603,63,44,2302
Java,Short-circuit-evaluation,243,26,20,856
Java,Sierpinski-carpet,426,60,52,1732
Java,Sierpinski-triangle,271,45,35,1149
Java,Sieve-of-Eratosthenes,141,23,19,780
Java,Sleep,122,23,18,685
Java,Sort-using-a-custom-comparator,119,18,11,508
Java,Sorting-algorithms-Bubble-sort,117,15,14,481
Java,Sorting-algorithms-Gnome-sort,102,17,15,251
Java,Sorting-algorithms-Insertion-sort,170,15,14,505
Java,Sorting-algorithms-Quicksort,191,31,23,776
Java,Sorting-algorithms-Selection-sort,127,16,15,434
Java,Stack,144,30,29,677
Java,String-matching,353,41,38,1357
Java,Strip-whitespace-from-a-string-Top-and-tail,73,10,9,310
Java,Substring,129,16,15,521
Java,Substring-Top-and-tail,190,17,13,639
Java,Sum-and-product-of-an-array,114,13,11,359
Java,Sum-digits-of-an-integer,257,33,31,981
Java,Sum-multiples-of-3-and-5,363,41,31,1362
Java,Symmetric-difference,423,45,27,1801
Java,Take-notes-on-the-command-line,154,22,20,701
Java,Temperature-conversion,259,32,28,1036
Java,The-Twelve-Days-of-Christmas,281,27,23,1018
Java,Towers-of-Hanoi,77,8,7,224
Java,Vector-products,630,63,37,2284
JavaScript,100-doors,76,10,7,234
JavaScript,100-prisoners,856,106,60,3703
JavaScript,24-game,429,52,39,1629
JavaScript,99-bottles-of-beer,122,3,1,359
JavaScript,ABC-problem,351,38,24,1277
JavaScript,Accumulator-factory,40,6,5,139
JavaScript,Ackermann-function,126,21,20,368
JavaScript,Align-columns,557,49,40,2055
JavaScript,Almost-prime,157,25,23,506
JavaScript,Anagrams,210,23,16,761
JavaScript,Anonymous-recursion,61,8,6,181
JavaScript,Anti-primes,259,40,36,941
JavaScript,Arbitrary-precision-integers-included-,86,4,3,217
JavaScript,Arithmetic-Complex,389,56,41,1206
JavaScript,Arithmetic-Integer,225,27,24,702
JavaScript,Arithmetic-geometric-mean,88,11,9,230
JavaScript,Array-concatenation,75,17,11,271
JavaScript,Arrays,194,23,8,660
JavaScript,Averages-Arithmetic-mean,83,13,11,226
JavaScript,Averages-Mode,175,22,19,493
JavaScript,Averages-Pythagorean-means,354,61,51,1516
JavaScript,Babbage-problem,741,112,65,3044
JavaScript,Balanced-brackets,378,57,52,1334
JavaScript,Binary-search,101,14,11,316
JavaScript,Bitwise-operations,115,10,9,312
JavaScript,Bulls-and-cows,656,89,77,2352
JavaScript,CSV-data-manipulation,504,77,50,2226
JavaScript,Caesar-cipher,112,12,9,314
JavaScript,Case-sensitivity-of-identifiers,44,5,4,148
JavaScript,Catalan-numbers,451,86,46,1892
JavaScript,Check-that-file-exists,471,75,50,2183
JavaScript,Classes,397,78,31,1313
JavaScript,Comma-quibbling,98,14,12,289
JavaScript,Count-occurrences-of-a-substring,35,5,4,136
JavaScript,Create-a-two-dimensional-array-at-runtime,107,18,9,339
JavaScript,Create-an-HTML-table,1358,207,145,5644
JavaScript,Cumulative-standard-deviation,151,23,18,487
JavaScript,Date-format,87,14,10,285
JavaScript,Day-of-the-week,123,22,15,452
JavaScript,Department-numbers,321,52,35,1331
JavaScript,Detect-division-by-zero,92,8,7,332
JavaScript,Determine-if-a-string-is-numeric,112,10,6,390
JavaScript,Digital-root,115,17,12,335
JavaScript,Dot-product,124,12,10,374
JavaScript,Entropy,200,20,13,680
JavaScript,Ethiopian-multiplication,133,13,11,364
JavaScript,Even-or-odd,36,9,6,107
JavaScript,Factorial,77,13,9,247
JavaScript,Factors-of-an-integer,326,13,11,566
JavaScript,Fibonacci-sequence,76,8,7,234
JavaScript,Filter,58,6,5,144
JavaScript,Five-weekends,347,55,44,1426
JavaScript,FizzBuzz,87,10,9,257
JavaScript,Function-composition,25,3,2,68
JavaScript,Gray-code,140,23,19,508
JavaScript,Greatest-common-divisor,91,18,15,231
JavaScript,Guess-the-number,79,13,9,297
JavaScript,Guess-the-number-With-feedback,173,22,18,683
JavaScript,Hailstone-sequence,259,8,7,479
JavaScript,Happy-numbers,143,27,23,521
JavaScript,Harshad-or-Niven-series,138,18,15,430
JavaScript,Haversine-formula,319,38,24,962
JavaScript,Horners-rule-for-polynomial-evaluation,55,5,4,165
JavaScript,Identity-matrix,86,17,11,369
JavaScript,Integer-comparison,253,27,20,837
JavaScript,JSON,52,5,3,155
JavaScript,Knapsack-problem-0-1,1645,203,163,5447
JavaScript,Knuth-shuffle,226,26,21,584
JavaScript,Last-Friday-of-each-month,470,72,57,1734
JavaScript,Leap-year,44,3,1,134
JavaScript,Least-common-multiple,148,19,11,409
JavaScript,Levenshtein-distance,679,110,70,2766
JavaScript,Logical-operations,46,6,5,116
JavaScript,Look-and-say-sequence,103,14,13,290
JavaScript,Loop-over-multiple-arrays-simultaneously,107,18,15,351
JavaScript,Loops-Break,63,14,9,253
JavaScript,Loops-Continue,56,11,10,158
JavaScript,Loops-For,41,8,7,119
JavaScript,Loops-N-plus-one-half,36,7,6,94
JavaScript,Loops-Nested,137,14,11,306
JavaScript,Loops-While,26,6,5,54
JavaScript,Luhn-test-of-credit-card-numbers,167,20,19,490
JavaScript,Map-range,158,20,13,483
JavaScript,Middle-three-digits,943,127,81,3390
JavaScript,Monty-Hall-problem,288,39,28,933
JavaScript,Multiplication-tables,397,46,31,1420
JavaScript,Mutual-recursion,138,15,10,401
JavaScript,N-queens-problem,810,130,80,3564
JavaScript,Nth,176,25,19,559
JavaScript,Nth-root,90,12,9,222
JavaScript,Number-names,487,45,42,1493
JavaScript,Number-reversal-game,47,11,9,174
JavaScript,Ordered-words,167,27,25,611
JavaScript,Palindrome-detection,36,6,4,146
JavaScript,Pangram-checker,110,19,12,469
JavaScript,Parsing-RPN-calculator-algorithm,234,27,25,706
JavaScript,Pascals-triangle,543,72,52,1690
JavaScript,Perfect-numbers,123,22,19,310
JavaScript,Pi,438,49,46,1452
JavaScript,Population-count,830,131,82,3199
JavaScript,Power-set,95,15,12,297
JavaScript,Primality-by-trial-division,107,14,13,276
JavaScript,Priority-queue,608,98,80,2610
JavaScript,Range-expansion,268,40,25,1151
JavaScript,Range-extraction,508,65,44,1736
JavaScript,Real-constants-and-functions,35,10,9,105
JavaScript,Reverse-a-string,141,12,5,392
JavaScript,Roman-numerals-Decode,247,42,34,747
JavaScript,Rot-13,389,60,44,1318
JavaScript,Run-length-encoding,111,4,3,319
JavaScript,Search-a-list,137,19,15,515
JavaScript,Set,149,25,17,453
JavaScript,Short-circuit-evaluation,93,23,15,343
JavaScript,Sierpinski-carpet,563,73,62,2109
JavaScript,Sierpinski-triangle,464,70,37,1837
JavaScript,Sieve-of-Eratosthenes,247,31,30,876
JavaScript,Sleep,68,12,10,223
JavaScript,Sort-using-a-custom-comparator,514,77,51,1974
JavaScript,Sorting-algorithms-Bubble-sort,91,14,13,329
JavaScript,Sorting-algorithms-Gnome-sort,105,14,13,293
JavaScript,Sorting-algorithms-Insertion-sort,120,14,12,305
JavaScript,Sorting-algorithms-Quicksort,87,9,7,219
JavaScript,Sorting-algorithms-Selection-sort,111,18,16,334
JavaScript,Stack,72,9,7,293
JavaScript,String-matching,301,28,17,908
JavaScript,Strip-whitespace-from-a-string-Top-and-tail,364,49,21,1165
JavaScript,Substring,174,21,9,597
JavaScript,Substring-Top-and-tail,54,4,3,185
JavaScript,Sum-and-product-of-an-array,72,9,8,203
