kind,name,slug,file,repo,bytes,chars,lines,nonblank,sloc,comment,tok_o200k,tok_cl100k,tok_code,tok_comment,chars_code,session_total,session_read,session_patch
lang,Tcl,tcl,library__platform__platform.tcl,https://github.com/tcltk/tcl,8786,8786,363,337,244,93,2740,2733,1788,951,5286,5194,2244,314
lang,Tcl,tcl,library__safe.tcl,https://github.com/tcltk/tcl,46500,46499,1436,1274,822,452,12393,12408,6909,5481,23622,5209,2319,386
lang,Tcl,tcl,library__tcltest__tcltest.tcl,https://github.com/tcltk/tcl,105632,105629,3613,3256,2116,1140,27743,27670,17754,9974,63532,5444,2442,204
lang,TypeScript,typescript,packages__animations__browser__src__render__transition_animation_engine.ts,https://github.com/angular/angular,64850,64839,1944,1701,1510,191,14476,14407,11831,2643,52051,5225,2271,262
lang,TypeScript,typescript,packages__common__http__src__client.ts,https://github.com/angular/angular,80939,80938,2668,2521,1086,1435,20236,19761,6969,13184,28400,5622,2508,232
lang,TypeScript,typescript,packages__compiler-cli__src__ngtsc__annotations__component__src__handler.ts,https://github.com/angular/angular,105405,105399,2913,2685,2401,284,21964,22051,18192,3772,86705,4768,2204,236
lang,TypeScript,typescript,packages__compiler-cli__src__ngtsc__annotations__directive__src__shared.ts,https://github.com/angular/angular,74585,74579,2292,2062,1888,174,16274,16185,14110,2165,64188,4635,2050,240
lang,TypeScript,typescript,packages__compiler-cli__src__ngtsc__core__src__compiler.ts,https://github.com/angular/angular,70951,70951,1938,1762,1456,306,14893,14979,11381,3511,54567,5765,2568,303
lang,TypeScript,typescript,packages__compiler-cli__src__ngtsc__typecheck__src__checker.ts,https://github.com/angular/angular,73989,73989,2257,1962,1731,231,16856,16833,14253,2603,61819,5338,2353,284
lang,TypeScript,typescript,packages__compiler__src__expression_parser__parser.ts,https://github.com/angular/angular,64986,64986,1950,1788,1493,295,14679,14633,11345,3334,50659,4986,2262,266
lang,TypeScript,typescript,packages__compiler__src__output__output_ast.ts,https://github.com/angular/angular,62039,62037,2120,1875,1767,108,14269,14217,13041,1227,56600,3839,1689,218
lang,TypeScript,typescript,packages__compiler__src__template__pipeline__src__ingest.ts,https://github.com/angular/angular,69787,69785,2096,1946,1681,265,16500,16514,13238,3266,54772,5290,2337,229
lang,TypeScript,typescript,packages__language-service__src__inlay_hints.ts,https://github.com/angular/angular,77074,77074,2111,1924,1530,394,16291,16028,11618,4671,55224,5581,2545,286
lang,VBA,vba,src__WIP__stdCSV__stdCSV.cls,https://github.com/sancarn/stdVBA,39369,39369,1080,960,769,191,9589,9436,7801,1773,31456,6215,2747,323
lang,VBA,vba,src__WIP__stdDate.cls,https://github.com/sancarn/stdVBA,38029,38029,1036,959,778,181,12526,12548,9895,2603,29616,7613,3315,483
lang,VBA,vba,src__WIP__stdDictionary__trick__stdDictionary.cls,https://github.com/sancarn/stdVBA,29666,29618,947,725,572,153,7813,7619,6256,1516,23499,4166,1864,238
lang,VBA,vba,src__WIP__stdObject__IFauxInterface.cls,https://github.com/sancarn/stdVBA,36441,36441,585,539,307,232,8508,8429,4334,4167,16521,9169,4028,591
lang,VBA,vba,src__WIP__stdObject__stdObject.cls,https://github.com/sancarn/stdVBA,37864,37864,628,579,337,242,8948,8866,4717,4223,17744,9040,3980,425
lang,VBA,vba,src__WIP__stdRegex2.cls,https://github.com/sancarn/stdVBA,31474,31474,785,709,511,198,7593,7640,5344,2245,21785,6764,3016,369
lang,VBA,vba,src__WIP__stdShell.cls,https://github.com/sancarn/stdVBA,121958,121958,2401,2261,1919,342,28967,28748,25407,3546,107891,5719,2524,262
lang,VBA,vba,src__stdLambda.cls,https://github.com/sancarn/stdVBA,111107,111107,2605,2308,1746,562,29117,29067,22369,6712,83265,6845,2982,361
lang,VBA,vba,src__stdWebView.cls,https://github.com/sancarn/stdVBA,119885,119885,2966,2598,2422,176,33200,32266,30782,2417,108632,6808,3082,298
lang,VBA,vba,src__stdWindow.cls,https://github.com/sancarn/stdVBA,123640,123640,2896,2636,1966,670,34792,33977,26103,8653,88704,7480,3379,352
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__Binding__Binder_Invocation.vb,https://github.com/dotnet/roslyn,181244,181234,3315,2742,2379,363,29258,28859,24260,4996,153826,5933,2567,338
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__Binding__MemberSemanticModel.vb,https://github.com/dotnet/roslyn,125770,125768,2481,2038,1657,381,22314,22000,17027,5286,97784,6083,2726,297
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__CommandLine__VisualBasicCommandLineParser.vb,https://github.com/dotnet/roslyn,121948,121946,2388,1998,1747,251,20183,19534,16455,3725,102089,4682,2123,207
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__Compilation__VisualBasicCompilation.vb,https://github.com/dotnet/roslyn,166832,166830,3409,2836,2389,447,29403,28865,23888,5514,137857,5844,2599,342
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__Operations__VisualBasicOperationFactory.vb,https://github.com/dotnet/roslyn,123479,123477,1705,1505,1443,62,21751,22051,20688,1061,117623,9259,4117,414
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__Semantics__Operators.vb,https://github.com/dotnet/roslyn,186001,185982,3449,2876,2558,318,38249,38160,33597,4651,161294,20730,8750,1008
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__Semantics__TypeInference__TypeArgumentInference.vb,https://github.com/dotnet/roslyn,131035,131031,2311,1863,1451,412,21403,21332,14784,6618,93327,6261,2687,306
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__Symbols__Source__SourceMethodSymbol.vb,https://github.com/dotnet/roslyn,122724,122722,2395,1932,1710,222,21179,20739,18447,2731,107496,5457,2527,241
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__Symbols__Source__SourceNamedTypeSymbol.vb,https://github.com/dotnet/roslyn,150066,150064,2797,2278,1946,332,25728,25374,20985,4741,123810,6217,2751,344
lang,Visual Basic (.Net),visual_basic_net,src__Compilers__VisualBasic__Portable__Syntax__SyntaxKind.vb,https://github.com/dotnet/roslyn,175783,175781,3206,3156,651,2505,34275,34214,11241,23033,61982,7221,3127,352
lang,Zig,zig,lib__std__Target__x86.zig,https://github.com/ziglang/zig,138177,138177,5043,5037,5036,1,36748,36615,36734,14,138105,4377,1942,255
lang,Zig,zig,lib__std__crypto__pcurves__p384__p384_64.zig,https://github.com/ziglang/zig,134511,134387,3573,3533,3308,225,53990,53591,48425,5577,120313,9537,4254,346
lang,Zig,zig,lib__std__crypto__pcurves__p384__p384_scalar_64.zig,https://github.com/ziglang/zig,137291,137167,3627,3587,3362,225,55908,55443,50318,5602,123009,9809,4336,516
lang,Zig,zig,lib__std__math__big__int.zig,https://github.com/ziglang/zig,177194,177175,4662,4054,2924,1130,50932,50998,34684,16248,118061,7245,3181,432
lang,Zig,zig,lib__std__mem.zig,https://github.com/ziglang/zig,195411,195411,5092,4439,3843,596,53553,53714,46248,7356,161036,7360,3188,421
lang,Zig,zig,lib__std__os__linux__IoUring.zig,https://github.com/ziglang/zig,173905,173905,4632,4035,3350,685,48319,48239,38694,9651,132060,7372,3266,334
lang,Zig,zig,lib__std__os__linux__syscalls.zig,https://github.com/ziglang/zig,183126,183126,8473,8448,8445,3,67931,67654,67891,39,182937,5101,2332,248
lang,Zig,zig,lib__std__zig__Ast.zig,https://github.com/ziglang/zig,148759,148759,4145,3870,3078,792,35672,35579,26156,9515,111804,5758,2556,339
lang,Zig,zig,lib__std__zig__Ast__Render.zig,https://github.com/ziglang/zig,142194,142194,3688,3290,3082,208,33819,33773,31112,2708,128965,6438,2743,310
lang,Zig,zig,lib__std__zig__Parse.zig,https://github.com/ziglang/zig,135577,135577,3751,3523,3194,329,31137,31072,27494,3691,120346,5151,2282,286
