kind,name,slug,file,repo,bytes,chars,lines,nonblank,sloc,comment,tok_o200k,tok_cl100k,tok_code,tok_comment,chars_code,session_total,session_read,session_patch
fw,Angular,angular,src__material__autocomplete__autocomplete-trigger.ts,https://github.com/angular/components,39431,39431,1027,897,661,236,8811,8780,5616,3194,24496,5898,2611,269
fw,Angular,angular,src__material__datepicker__datepicker-base.ts,https://github.com/angular/components,30253,30253,882,767,595,172,6992,6939,4835,2158,20339,5401,2459,248
fw,Angular,angular,src__material__form-field__form-field.ts,https://github.com/angular/components,33748,33748,831,738,535,203,7794,7683,5118,2674,21292,6138,2707,376
fw,Angular,angular,src__material__icon__icon-registry.ts,https://github.com/angular/components,26692,26692,742,638,372,266,6319,6235,3399,2920,13853,6045,2671,355
fw,Angular,angular,src__material__schematics__ng-generate__theme-color__index.ts,https://github.com/angular/components,47713,47713,1162,1074,891,183,12555,12582,10633,1920,38082,5628,2577,263
fw,Angular,angular,src__material__select__select.ts,https://github.com/angular/components,48004,48004,1446,1248,938,310,11218,11110,7513,3705,30976,5308,2356,354
fw,Angular,angular,src__material__sidenav__drawer.ts,https://github.com/angular/components,37797,37797,1102,959,715,244,9027,8940,5884,3140,23613,5476,2408,264
fw,Angular,angular,src__material__slider__slider.ts,https://github.com/angular/components,29515,29515,982,810,691,119,7586,7501,6183,1403,23484,4686,2095,238
fw,Angular,angular,src__material__tabs__paginated-tab-header.ts,https://github.com/angular/components,26046,26046,686,592,394,198,5910,5853,3389,2521,14285,5891,2719,263
fw,Angular,angular,src__material__tooltip__tooltip.ts,https://github.com/angular/components,40330,40330,1181,1006,792,214,9354,9286,6659,2695,27534,5540,2481,288
fw,AngularJS,angularjs,src__Angular.js,https://github.com/angular/angular.js,62846,62846,2097,1875,836,1039,15960,15685,6853,9107,26084,5387,2360,249
fw,AngularJS,angularjs,src__jqLite.js,https://github.com/angular/angular.js,37279,37279,1177,994,760,234,9273,9133,6168,3107,23989,4835,2152,271
fw,AngularJS,angularjs,src__ngAnimate__animateCss.js,https://github.com/angular/angular.js,40658,40658,991,861,548,313,8851,8764,4548,4304,21387,5706,2487,341
fw,AngularJS,angularjs,src__ngMock__angular-mocks.js,https://github.com/angular/angular.js,124495,124475,3443,3105,1276,1829,29865,29664,10789,19068,45008,8081,3488,511
fw,AngularJS,angularjs,src__ngResource__resource.js,https://github.com/angular/angular.js,37978,37906,904,829,308,521,8615,8517,2604,6009,12504,5897,2621,438
fw,AngularJS,angularjs,src__ng__compile.js,https://github.com/angular/angular.js,185336,185310,4355,3983,1834,2149,41506,41205,16847,24654,76753,5450,2475,248
fw,AngularJS,angularjs,src__ng__directive__input.js,https://github.com/angular/angular.js,102537,102537,2373,2156,666,1490,25259,24896,6093,19166,22845,6906,2993,407
fw,AngularJS,angularjs,src__ng__directive__ngModel.js,https://github.com/angular/angular.js,54120,54120,1383,1281,418,863,12905,12851,3487,9413,14226,6040,2669,280
fw,AngularJS,angularjs,src__ng__http.js,https://github.com/angular/angular.js,62670,62598,1557,1432,448,984,14646,14614,3728,10914,16468,8530,3742,568
fw,AngularJS,angularjs,src__ng__parse.js,https://github.com/angular/angular.js,66056,66036,2018,1832,1668,164,15909,15808,14076,1830,57699,5644,2467,318
fw,ASP.NET CORE,asp_net_core,src__Mvc__Mvc.Abstractions__src__ModelBinding__ModelStateDictionary.cs,https://github.com/dotnet/aspnetcore,43687,43687,1267,1082,785,297,9012,8707,5317,3694,27641,4151,1894,178
fw,ASP.NET CORE,asp_net_core,src__Mvc__Mvc.Core__src__ControllerBase.cs,https://github.com/dotnet/aspnetcore,146120,146120,2847,2620,1240,1380,32583,31804,9994,22586,50065,9875,4321,565
fw,ASP.NET CORE,asp_net_core,src__Mvc__Mvc.Core__src__Diagnostics__MvcDiagnostics.cs,https://github.com/dotnet/aspnetcore,52580,52580,1430,1232,590,642,11417,11043,5981,5463,29766,5488,2439,262
fw,ASP.NET CORE,asp_net_core,src__Mvc__Mvc.Core__src__Infrastructure__ResourceInvoker.cs,https://github.com/dotnet/aspnetcore,59432,59432,1605,1362,1309,53,9463,9535,8640,823,54846,3627,1653,225
fw,ASP.NET CORE,asp_net_core,src__Mvc__Mvc.RazorPages__src__PageBase.cs,https://github.com/dotnet/aspnetcore,79300,79300,1584,1441,641,800,17530,17121,5271,12253,27205,7930,3529,408
fw,ASP.NET CORE,asp_net_core,src__Mvc__Mvc.RazorPages__src__PageModel.cs,https://github.com/dotnet/aspnetcore,84279,84279,1720,1561,720,841,18619,18179,5813,12801,29951,8184,3675,439
fw,ASP.NET CORE,asp_net_core,src__Mvc__Mvc.ViewFeatures__src__DefaultHtmlGenerator.cs,https://github.com/dotnet/aspnetcore,61182,61182,1653,1437,1242,195,11823,11272,9085,2738,48557,4588,2023,236
fw,ASP.NET CORE,asp_net_core,src__Mvc__Mvc.ViewFeatures__src__HtmlHelper.cs,https://github.com/dotnet/aspnetcore,49552,49552,1414,1269,885,384,10220,9981,5696,4524,30341,4809,2056,273
fw,ASP.NET CORE,asp_net_core,src__Mvc__Mvc.ViewFeatures__src__Rendering__HtmlHelperInputExtensions.cs,https://github.com/dotnet/aspnetcore,46807,46807,803,746,219,527,11030,10915,1781,9249,8745,9563,4179,519
fw,ASP.NET CORE,asp_net_core,src__Mvc__shared__Mvc.Core.TestCommon__CommonResourceInvokerTest.cs,https://github.com/dotnet/aspnetcore,79918,79916,2077,1693,1492,201,15768,15529,14847,920,75269,4843,2197,270
fw,Astro,astro,packages__astro__astro-jsx.d.ts,https://github.com/withastro/astro,56494,56492,1573,1475,1271,204,14931,15006,12795,2134,47549,5744,2540,316
fw,Astro,astro,packages__astro__src__cli__add__index.ts,https://github.com/withastro/astro,34429,34429,1170,1067,1021,46,9090,9078,8483,608,31976,4475,1999,250
fw,Astro,astro,packages__astro__src__content__runtime.ts,https://github.com/withastro/astro,24141,24135,822,745,695,50,5997,5942,5303,693,21174,5248,2256,359
fw,Astro,astro,packages__astro__src__content__utils.ts,https://github.com/withastro/astro,25501,25499,898,813,779,34,6528,6447,6125,401,23671,5086,2206,366
fw,Astro,astro,packages__astro__src__core__errors__errors-data.ts,https://github.com/withastro/astro,100560,100533,2292,2194,906,1288,24149,24082,12056,12094,50867,7555,3421,393
fw,Astro,astro,packages__astro__src__core__fetch__fetch-state.ts,https://github.com/withastro/astro,46150,46116,1278,1199,835,364,11447,11437,7081,4365,28076,5582,2606,336
fw,Astro,astro,packages__astro__src__core__routing__create-manifest.ts,https://github.com/withastro/astro,31137,31133,1015,905,810,95,7838,7810,6608,1230,25725,5027,2246,312
fw,Astro,astro,packages__astro__src__runtime__client__dev-toolbar__apps__audit__rules__a11y.ts,https://github.com/withastro/astro,27831,27831,793,730,660,70,7210,7157,6070,1142,23329,6753,3029,407
fw,Astro,astro,packages__astro__src__transitions__router.ts,https://github.com/withastro/astro,27421,27417,746,691,547,144,6586,6498,4471,2119,18021,5849,2580,329
fw,Astro,astro,packages__astro__src__types__public__config.ts,https://github.com/withastro/astro,128185,128176,3657,3535,240,3295,33826,33823,1860,31965,7136,6043,2698,331
fw,Blazor,blazor,src__Components__Components__src__BindConverter.cs,https://github.com/dotnet/aspnetcore,93455,93455,2156,1897,1363,534,20059,19362,12831,7227,62964,5650,2631,202
fw,Blazor,blazor,src__Components__Components__src__EventCallbackFactoryBinderExtensions.cs,https://github.com/dotnet/aspnetcore,63724,63724,1528,1452,790,662,13862,13660,7808,6053,38468,6266,2780,329
fw,Blazor,blazor,src__Components__Components__src__NavigationManagerExtensions.cs,https://github.com/dotnet/aspnetcore,36343,36343,827,695,432,263,7632,7375,3995,3637,20558,8667,3796,493
fw,Blazor,blazor,src__Components__Components__src__RenderTree__RenderTreeDiffBuilder.cs,https://github.com/dotnet/aspnetcore,54996,54996,1116,1016,835,181,10066,10030,7300,2766,39793,6272,2797,398
fw,Blazor,blazor,src__Components__Components__src__RenderTree__Renderer.cs,https://github.com/dotnet/aspnetcore,62702,62702,1430,1254,895,359,12195,12071,6917,5278,37114,5958,2599,283
fw,Blazor,blazor,src__Components__Components__src__Rendering__RenderTreeBuilder.cs,https://github.com/dotnet/aspnetcore,40350,40350,924,834,505,329,8321,8214,4024,4296,20318,5833,2648,252
fw,Blazor,blazor,src__Components__QuickGrid__Microsoft.AspNetCore.Components.QuickGrid__src__QuickGrid.razor.cs,https://github.com/dotnet/aspnetcore,32487,32487,681,593,396,197,6906,6788,3896,3008,18479,5936,2720,316
fw,Blazor,blazor,src__Components__Server__src__Circuits__CircuitHost.cs,https://github.com/dotnet/aspnetcore,55217,55217,1203,1021,898,123,10481,10423,8619,1861,45347,5552,2481,274
fw,Blazor,blazor,src__Components__Server__src__ComponentHub.cs,https://github.com/dotnet/aspnetcore,33140,33140,695,610,459,151,6505,6547,4032,2473,20845,7031,3006,474
fw,Blazor,blazor,src__Components__Web__src__Virtualization__Virtualize.cs,https://github.com/dotnet/aspnetcore,47518,47506,1213,1031,843,188,9800,9687,6980,2818,33901,5157,2346,228
fw,CodeIgniter,codeigniter,system__BaseModel.php,https://github.com/codeigniter4/CodeIgniter4,60630,60630,1994,1713,784,929,14109,14012,6797,7312,28736,5225,2354,226
fw,CodeIgniter,codeigniter,system__CLI__CLI.php,https://github.com/codeigniter4/CodeIgniter4,37450,37450,1193,1016,586,430,8755,8728,5350,3403,22071,4850,2149,205
fw,CodeIgniter,codeigniter,system__CodeIgniter.php,https://github.com/codeigniter4/CodeIgniter4,35472,35472,1203,1015,574,441,7961,7873,4810,3150,21544,4803,2156,286
fw,CodeIgniter,codeigniter,system__Common.php,https://github.com/codeigniter4/CodeIgniter4,41401,41401,1364,1184,673,511,9759,9699,5546,4212,23042,4757,2182,199
fw,CodeIgniter,codeigniter,system__Database__BaseBuilder.php,https://github.com/codeigniter4/CodeIgniter4,106621,106621,3658,3076,1904,1172,26024,25873,17885,8131,72219,5021,2206,250
fw,CodeIgniter,codeigniter,system__Database__BaseConnection.php,https://github.com/codeigniter4/CodeIgniter4,58718,58718,2077,1769,911,858,13228,13161,7489,5739,32567,3731,1696,185
fw,CodeIgniter,codeigniter,system__Database__Forge.php,https://github.com/codeigniter4/CodeIgniter4,38239,38239,1313,1096,740,356,8943,8874,6948,1991,29699,4827,2119,327
fw,CodeIgniter,codeigniter,system__Email__Email.php,https://github.com/codeigniter4/CodeIgniter4,61368,61368,2265,1871,1163,708,15319,15267,11121,4197,44457,5922,2634,300
fw,CodeIgniter,codeigniter,system__Router__RouteCollection.php,https://github.com/codeigniter4/CodeIgniter4,54259,54259,1681,1422,824,598,12652,12597,7705,4945,31813,7118,3141,351
fw,CodeIgniter,codeigniter,system__Validation__Validation.php,https://github.com/codeigniter4/CodeIgniter4,33876,33876,1031,869,575,294,7535,7525,4888,2647,21803,4551,2210,193
fw,Deno,deno,data_structures__unstable_indexed_heap.ts,https://github.com/denoland/std,34887,34869,1040,1005,291,714,9448,9298,2380,7066,8668,5851,2661,331
fw,Deno,deno,expect___matchers.ts,https://github.com/denoland/std,37235,37235,1315,1229,1183,46,8450,8222,8039,411,35323,4367,1937,277
fw,Deno,deno,http__unstable_message_signatures.ts,https://github.com/denoland/std,36007,36002,1155,1062,747,315,8596,8509,5749,2848,23341,5181,2305,218
fw,Deno,deno,http__unstable_structured_fields.ts,https://github.com/denoland/std,39735,39733,1433,1283,781,502,10224,10094,6100,4120,23351,4209,1853,211
fw,Deno,deno,http__user_agent.ts,https://github.com/denoland/std,35765,35765,1261,1219,989,230,11996,12024,9937,2059,28064,7814,3517,308
fw,Deno,deno,testing__bdd.ts,https://github.com/denoland/std,35332,35332,1366,1326,438,888,9654,9574,3248,6403,11811,4236,1884,279
fw,Deno,deno,testing__mock.ts,https://github.com/denoland/std,51859,51859,1808,1759,794,965,13090,12985,5021,8060,20099,4521,2005,281
fw,Deno,deno,xml___parse_sync.ts,https://github.com/denoland/std,46434,46398,1472,1319,1092,227,11119,10953,8459,2655,34228,4769,2130,224
fw,Deno,deno,xml___tokenizer.ts,https://github.com/denoland/std,92510,92478,2658,2456,2015,441,21860,21532,16731,5125,69478,5297,2369,272
fw,Deno,deno,yaml___loader_state.ts,https://github.com/denoland/std,51780,51780,1860,1623,1545,78,12713,12606,11718,995,47356,4328,1959,212
fw,Django,django,saleor__checkout__complete_checkout.py,https://github.com/saleor/saleor,71492,71492,2035,1797,1725,72,14319,14319,13530,786,67405,4384,1928,255
fw,Django,django,saleor__graphql__order__bulk_mutations__order_bulk_create.py,https://github.com/saleor/saleor,97044,97044,2520,2293,2279,14,18255,18193,18090,165,96011,5182,2312,271
fw,Django,django,saleor__graphql__order__types.py,https://github.com/saleor/saleor,116080,116080,3206,2835,2798,37,22435,22382,21933,500,112946,5144,2275,202
fw,Django,django,saleor__graphql__product__types__products.py,https://github.com/saleor/saleor,78829,78827,2073,1856,1841,15,14402,14253,14246,155,77840,4920,2139,295
fw,Django,django,saleor__graphql__webhook__subscription_types.py,https://github.com/saleor/saleor,111017,111017,3340,2744,2742,2,22924,22675,22877,38,110203,4353,1903,214
fw,Django,django,saleor__order__actions.py,https://github.com/saleor/saleor,74528,74528,2111,1875,1821,54,15283,15291,14647,632,70921,4449,1930,255
fw,Django,django,saleor__payment__utils.py,https://github.com/saleor/saleor,76084,76084,2081,1855,1834,21,14615,14490,14304,300,74364,4747,2154,232
fw,Django,django,saleor__plugins__base_plugin.py,https://github.com/saleor/saleor,76487,76487,1904,1672,623,1049,16173,16175,5793,10378,27154,6007,2684,294
fw,Django,django,saleor__plugins__manager.py,https://github.com/saleor/saleor,109089,109089,2855,2599,2300,299,21324,21313,16569,4754,85378,5414,2393,264
fw,Django,django,saleor__plugins__webhook__plugin.py,https://github.com/saleor/saleor,125089,125089,3535,3253,3252,1,23611,23591,23597,11,124751,4484,1985,204
fw,Drupal,drupal,core__core.api.php,https://github.com/drupal/drupal,137996,137988,2988,2936,119,2817,31368,31069,1175,30193,4403,7341,3295,297
fw,Drupal,drupal,core__modules__ckeditor5__src__HTMLRestrictions.php,https://github.com/drupal/drupal,62146,62136,1411,1319,592,727,14432,14370,6606,7826,27887,7014,3173,288
fw,Drupal,drupal,core__modules__jsonapi__src__Controller__EntityResource.php,https://github.com/drupal/drupal,59309,59309,1338,1240,663,577,13781,13564,7850,5931,34226,7483,3370,417
fw,Drupal,drupal,core__modules__system__src__Hook__SystemRequirementsHooks.php,https://github.com/drupal/drupal,77670,77670,1608,1510,1327,183,17454,17345,15330,2123,67468,6625,2988,328
fw,Drupal,drupal,core__modules__views__src__Plugin__views__display__DisplayPluginBase.php,https://github.com/drupal/drupal,89134,89134,2814,2480,1958,522,22443,22253,19025,3413,74593,6608,2992,313
fw,Drupal,drupal,core__modules__views__src__Plugin__views__field__FieldPluginBase.php,https://github.com/drupal/drupal,66140,66132,1925,1731,1285,446,16867,16786,13144,3723,50547,6876,3066,316
fw,Drupal,drupal,core__modules__views__src__Plugin__views__filter__FilterPluginBase.php,https://github.com/drupal/drupal,64531,64531,1809,1641,1086,555,16204,16134,11528,4676,44673,6287,2859,321
fw,Drupal,drupal,core__modules__views__src__Plugin__views__query__Sql.php,https://github.com/drupal/drupal,63393,63393,1927,1717,985,732,16125,16041,9281,6843,35476,6129,2746,308
fw,Drupal,drupal,core__modules__views__src__Plugin__views__wizard__WizardPluginBase.php,https://github.com/drupal/drupal,49279,49279,1310,1199,687,512,12182,12133,7324,4858,28325,6919,3217,307
fw,Drupal,drupal,core__modules__views__src__ViewExecutable.php,https://github.com/drupal/drupal,75273,75273,2620,2289,1083,1206,18945,18821,9378,9567,36048,5173,2269,263
fw,Elm,elm,src__Nri__Ui__Button__V10.elm,https://github.com/NoRedInk/noredink-ui,35798,35798,1337,1021,829,192,8391,8327,6557,1815,28458,3555,1572,167
fw,Elm,elm,src__Nri__Ui__ClickableSvg__V2.elm,https://github.com/NoRedInk/noredink-ui,26954,26954,987,764,641,123,5936,5853,4952,971,22966,3882,1697,228
fw,Elm,elm,src__Nri__Ui__Highlighter__V5.elm,https://github.com/NoRedInk/noredink-ui,63904,63904,1841,1517,1343,174,12244,12290,10063,2174,53437,4762,2150,236
fw,Elm,elm,src__Nri__Ui__Highlighter__V6.elm,https://github.com/NoRedInk/noredink-ui,77359,77359,2209,1831,1616,215,14669,14715,12053,2607,64433,4602,2022,246
fw,Elm,elm,src__Nri__Ui__Menu__V5.elm,https://github.com/NoRedInk/noredink-ui,34816,34816,1081,882,776,106,6677,6570,5616,1052,30176,4112,1804,197
fw,Elm,elm,src__Nri__Ui__Message__V4.elm,https://github.com/NoRedInk/noredink-ui,28969,28967,1022,817,695,122,5574,5479,4583,975,24978,3629,1650,189
fw,Elm,elm,src__Nri__Ui__RadioButton__V4.elm,https://github.com/NoRedInk/noredink-ui,28180,28180,780,660,581,79,6926,6840,6204,716,25034,3894,1754,197
fw,Elm,elm,src__Nri__Ui__SelectElement__V2.elm,https://github.com/NoRedInk/noredink-ui,26548,26548,857,698,573,125,5631,5512,4598,1024,21901,5266,2150,452
fw,Elm,elm,src__Nri__Ui__TextInput__V8.elm,https://github.com/NoRedInk/noredink-ui,33844,33844,1106,925,781,144,7258,7121,5799,1454,27653,4661,2051,267
fw,Elm,elm,src__Nri__Ui__Tooltip__V3.elm,https://github.com/NoRedInk/noredink-ui,45899,45899,1507,1154,812,342,9974,9922,6491,3460,31105,4573,1963,283
fw,Express,express,src__Adapters__Storage__Mongo__MongoStorageAdapter.js,https://github.com/parse-community/parse-server,46733,46733,1306,1211,1083,128,10416,10179,8413,2005,37654,5544,2555,185
fw,Express,express,src__Adapters__Storage__Mongo__MongoTransform.js,https://github.com/parse-community/parse-server,44676,44676,1457,1346,1268,78,10467,10363,9591,880,40568,5017,2239,316
fw,Express,express,src__Adapters__Storage__Postgres__PostgresStorageAdapter.js,https://github.com/parse-community/parse-server,96824,96824,2819,2659,2538,121,23255,22786,21695,1562,89456,5161,2355,256
fw,Express,express,src__Controllers__DatabaseController.js,https://github.com/parse-community/parse-server,75162,75160,2167,2024,1777,247,16418,16180,13289,3130,60425,4895,2123,274
fw,Express,express,src__Controllers__SchemaController.js,https://github.com/parse-community/parse-server,53752,53752,1672,1558,1394,164,12418,12091,10511,1913,44736,4922,2200,227
fw,Express,express,src__Options__Definitions.js,https://github.com/parse-community/parse-server,97399,97399,1603,1602,1596,6,23466,22751,23353,113,96950,8919,3998,454
fw,Express,express,src__Options__docs.js,https://github.com/parse-community/parse-server,70808,70740,388,364,0,364,15649,15541,0,15649,0,25313,12918,1058
fw,Express,express,src__Options__index.js,https://github.com/parse-community/parse-server,76624,76556,958,932,380,552,18183,18070,2922,15261,11349,10949,4767,444
fw,Express,express,src__RestQuery.js,https://github.com/parse-community/parse-server,42575,42575,1390,1295,1139,156,10115,10016,8257,1867,34465,5483,2429,298
fw,Express,express,src__RestWrite.js,https://github.com/parse-community/parse-server,69011,69011,2013,1860,1620,240,15173,14976,12112,3071,54392,5517,2431,405
fw,FastAPI,fastapi,src__dispatch__case__flows.py,https://github.com/Netflix/dispatch,49835,49835,1450,1221,1095,126,10047,10018,8695,1348,43443,4259,1892,219
fw,FastAPI,fastapi,src__dispatch__cli.py,https://github.com/Netflix/dispatch,41728,41728,1228,1016,996,20,8724,8669,8453,267,40013,5650,2556,281
fw,FastAPI,fastapi,src__dispatch__database__revisions__tenant__versions__2021-06-15_8a558baeef05.py,https://github.com/Netflix/dispatch,64770,64770,1758,1749,1744,5,14759,14245,14700,58,64518,4441,2000,225
fw,FastAPI,fastapi,src__dispatch__database__service.py,https://github.com/Netflix/dispatch,32827,32827,851,700,642,58,6785,6783,6007,772,28812,5153,2328,308
fw,FastAPI,fastapi,src__dispatch__incident__flows.py,https://github.com/Netflix/dispatch,49011,49011,1251,1057,932,125,9423,9385,8050,1371,42051,5080,2284,226
fw,FastAPI,fastapi,src__dispatch__incident__messaging.py,https://github.com/Netflix/dispatch,45082,45082,1213,1053,1041,12,8705,8725,8532,156,44210,4815,2192,236
fw,FastAPI,fastapi,src__dispatch__messaging__strings.py,https://github.com/Netflix/dispatch,45623,45457,1326,1112,1106,6,10355,10370,10271,82,44849,5326,2303,208
fw,FastAPI,fastapi,src__dispatch__plugins__dispatch_slack__case__interactive.py,https://github.com/Netflix/dispatch,106353,106313,3213,2815,2739,76,21952,21851,20956,986,101515,4380,1942,242
fw,FastAPI,fastapi,src__dispatch__plugins__dispatch_slack__incident__interactive.py,https://github.com/Netflix/dispatch,115769,115763,3300,2864,2788,76,23293,23241,22335,949,110796,4467,1951,265
fw,FastAPI,fastapi,src__dispatch__signal__service.py,https://github.com/Netflix/dispatch,36264,36264,1067,890,874,16,7551,7531,7360,190,35217,5048,2228,216
fw,Fastify,fastify,fastify.js,https://github.com/fastify/fastify,33866,33866,1010,896,785,111,8019,7910,6808,1209,28514,5105,2364,248
fw,Fastify,fastify,lib__config-validator.js,https://github.com/fastify/fastify,31088,31088,1160,1156,1153,3,8765,8732,8737,27,30969,4084,1818,157
fw,Fastify,fastify,lib__reply.js,https://github.com/fastify/fastify,30936,30934,1091,953,858,95,7801,7670,6599,1203,25781,4974,2247,242
fw,Fastify,fastify,lib__route.js,https://github.com/fastify/fastify,23131,23129,689,596,546,50,5214,5179,4623,590,20299,5612,2511,259
fw,Fastify,fastify,test__404s.test.js,https://github.com/fastify/fastify,52600,52600,2020,1649,1639,10,13933,13636,13757,170,51611,4417,1972,248
fw,Fastify,fastify,test__hooks.test.js,https://github.com/fastify/fastify,96058,96056,3677,3037,3021,16,25543,25119,25277,248,94418,4292,1951,200
fw,Fastify,fastify,test__internals__errors.test.js,https://github.com/fastify/fastify,42584,42584,1043,921,921,0,11018,10409,11018,0,42462,7289,3284,436
fw,Fastify,fastify,test__internals__reply.test.js,https://github.com/fastify/fastify,58152,58138,2049,1672,1666,6,15045,14735,14964,79,57430,5056,2277,219
fw,Fastify,fastify,test__internals__request-validate.test.js,https://github.com/fastify/fastify,38229,38229,1403,1138,1137,1,8226,8141,8208,10,37899,3901,1689,238
fw,Fastify,fastify,test__schema-feature.test.js,https://github.com/fastify/fastify,51797,51797,2170,1929,1920,9,13557,13395,13433,121,51052,3705,1652,204
fw,Flask,flask,superset__commands__report__execute.py,https://github.com/apache/superset,96116,96072,2274,2104,1931,173,17978,17790,15560,2417,83568,5139,2307,249
fw,Flask,flask,superset__config.py,https://github.com/apache/superset,145719,145696,3352,2991,1184,1807,34513,34227,12072,22430,45018,6341,2967,248
fw,Flask,flask,superset__connectors__sqla__models.py,https://github.com/apache/superset,97592,97576,2643,2345,2163,182,20098,19918,17616,2478,85423,4703,2088,288
fw,Flask,flask,superset__dashboards__api.py,https://github.com/apache/superset,107923,107913,3030,2908,2814,94,21425,21318,20179,1245,101915,4731,2072,283
fw,Flask,flask,superset__databases__api.py,https://github.com/apache/superset,75878,75878,2127,2050,1994,56,14939,14805,14278,659,72516,4962,2232,239
fw,Flask,flask,superset__db_engine_specs__base.py,https://github.com/apache/superset,118225,118215,3211,2781,2559,222,25296,25008,22063,3233,103120,4935,2242,239
fw,Flask,flask,superset__mcp_service__chart__schemas.py,https://github.com/apache/superset,116085,116045,3071,2733,2641,92,25560,25352,24520,1036,110763,5980,2670,240
fw,Flask,flask,superset__mcp_service__dashboard__schemas.py,https://github.com/apache/superset,89400,89364,2387,2106,2060,46,18842,18674,18362,474,86460,5451,2444,265
fw,Flask,flask,superset__sql__parse.py,https://github.com/apache/superset,95418,95414,2576,2207,1952,255,20854,20777,16914,3941,77780,6702,2966,374
fw,Flask,flask,superset__utils__core.py,https://github.com/apache/superset,76809,76807,2317,1912,1772,140,17856,17640,16030,1809,67897,5967,2594,321
fw,Flutter,flutter,lib__data__demos.dart,https://github.com/flutter/gallery,58153,58153,1400,1380,1372,8,10797,10581,10715,81,57716,5145,2316,232
fw,Flutter,flutter,lib__demos__material__data_table_demo.dart,https://github.com/flutter/gallery,16724,16724,686,652,644,8,4206,4151,4122,84,16337,3452,1566,178
fw,Flutter,flutter,lib__demos__material__sliders_demo.dart,https://github.com/flutter/gallery,19491,19491,624,573,560,13,4036,3946,3954,84,19040,4408,1940,198
fw,Flutter,flutter,lib__demos__reference__motion_demo_container_transition.dart,https://github.com/flutter/gallery,19955,19955,591,557,550,7,3456,3453,3386,69,19589,3443,1555,170
fw,Flutter,flutter,lib__pages__demo.dart,https://github.com/flutter/gallery,25295,25295,825,752,732,20,5204,5014,4962,242,24098,4210,1917,180
fw,Flutter,flutter,lib__pages__home.dart,https://github.com/flutter/gallery,38434,38434,1216,1133,1098,35,7648,7459,7247,401,36358,3617,1584,187
fw,Flutter,flutter,lib__studies__fortnightly__shared.dart,https://github.com/flutter/gallery,17834,17834,621,586,578,8,3875,3700,3798,77,17444,4222,1912,182
fw,Flutter,flutter,lib__studies__rally__finance.dart,https://github.com/flutter/gallery,15367,15355,486,452,442,10,2939,2872,2792,148,14609,4045,1814,190
fw,Flutter,flutter,lib__studies__reply__adaptive_nav.dart,https://github.com/flutter/gallery,43343,43343,1280,1181,1165,16,7731,7575,7487,244,42115,4310,1960,182
fw,Flutter,flutter,lib__studies__shrine__expanding_bottom_sheet.dart,https://github.com/flutter/gallery,26803,26803,815,716,642,74,6096,6024,5114,983,22205,4951,2246,296
fw,Gatsby,gatsby,packages__gatsby__src__internal-plugins__webpack-theme-component-shadowing__index.js,https://github.com/gatsbyjs/gatsby,10167,10167,321,278,222,56,2283,2288,1571,707,6947,4627,2090,226
fw,Gatsby,gatsby,packages__gatsby__src__query__file-parser.js,https://github.com/gatsbyjs/gatsby,18916,18916,698,624,575,49,4320,4309,3669,651,16125,4038,1802,187
fw,Gatsby,gatsby,packages__gatsby__src__query__query-compiler.js,https://github.com/gatsbyjs/gatsby,15031,15031,534,477,442,35,3301,3282,2771,525,12625,4143,1853,282
fw,Gatsby,gatsby,packages__gatsby__src__redux__actions__public.js,https://github.com/gatsbyjs/gatsby,49364,49363,1529,1375,937,438,11963,11956,6722,5236,27137,4606,2192,210
fw,Gatsby,gatsby,packages__gatsby__src__schema__infer__add-inferred-fields.js,https://github.com/gatsbyjs/gatsby,12368,12368,427,380,343,37,2985,2930,2455,526,9911,4788,2139,159
fw,Gatsby,gatsby,packages__gatsby__src__schema__node-model.js,https://github.com/gatsbyjs/gatsby,28221,28221,1019,910,749,161,6921,6797,5090,1829,21081,4524,2053,278
fw,Gatsby,gatsby,packages__gatsby__src__schema__schema.js,https://github.com/gatsbyjs/gatsby,45202,45200,1443,1349,1250,99,9921,9678,8472,1442,38335,5053,2239,233
fw,Gatsby,gatsby,packages__gatsby__src__utils__api-node-helpers-docs.js,https://github.com/gatsbyjs/gatsby,8847,8845,330,295,36,259,2235,2239,213,2022,879,4543,2009,215
fw,Gatsby,gatsby,packages__gatsby__src__utils__api-runner-node.js,https://github.com/gatsbyjs/gatsby,22796,22796,754,655,595,60,5182,5090,4422,758,19196,4520,1951,235
fw,Gatsby,gatsby,packages__gatsby__src__utils__webpack.config.js,https://github.com/gatsbyjs/gatsby,32248,32242,1004,901,784,117,7213,7214,5463,1745,24063,4563,1965,196
fw,htmx,htmx,dist__htmx.amd.js,https://github.com/bigskysoftware/htmx,168665,168665,5346,4975,3364,1611,42013,41335,28650,13353,117520,4949,2271,197
fw,htmx,htmx,dist__htmx.cjs.js,https://github.com/bigskysoftware/htmx,168658,168658,5344,4973,3362,1611,42010,41332,28647,13353,117513,4949,2271,197
fw,htmx,htmx,dist__htmx.esm.js,https://github.com/bigskysoftware/htmx,168655,168655,5344,4973,3362,1611,42009,41331,28645,13353,117510,4949,2271,197
fw,htmx,htmx,src__htmx.js,https://github.com/bigskysoftware/htmx,168635,168635,5343,4972,3361,1611,42003,41325,28640,13353,117490,5083,2283,258
